시도,시군구,구분,2012,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,
,,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,
,제천시,발생건수,934,401,10,5,1,5,380,506,325,181,,,26,26,1,1,,,944,362,14,13,2,3,330,546,351,195,,,35,35,,,1,1,966,408,16,2,2,3,385,536,361,175,,,22,22,,,,,887,341,12,2,5,1,321,493,356,137,,,53,53,,,,,925,281,19,2,2,4,254,548,348,200,,,95,95,,,1,1
,,사망자수,22,15,0,0,0,0,15,7,5,2,,,0,0,0,0,,,20,13,1,0,0,0,12,7,5,2,,,0,0,,,0,0,17,8,0,0,0,0,8,8,5,3,,,1,1,,,,,9,6,0,0,0,0,6,3,2,1,,,0,0,,,,,21,11,0,0,0,0,11,4,3,1,,,6,6,,,0,0
,,부상자수,1607,642,10,7,3,9,613,914,607,307,,,49,49,2,2,,,1565,591,14,21,4,5,547,926,602,324,,,47,47,,,1,1,1685,702,18,2,5,9,668,953,675,278,,,30,30,,,,,1456,537,13,2,8,1,513,831,606,225,,,88,88,,,,,1625,485,22,2,5,8,448,986,656,330,,,153,153,,,1,1
,,중상자수,628,263,8,5,3,5,242,352,233,119,,,11,11,2,2,,,541,205,5,11,3,1,185,319,216,103,,,17,17,,,0,0,562,229,10,0,2,1,216,315,223,92,,,18,18,,,,,451,182,5,0,4,1,172,243,175,68,,,26,26,,,,,423,143,16,0,1,1,125,244,156,88,,,36,36,,,0,0
,,경상자수,958,367,2,2,0,4,359,553,365,188,,,38,38,0,0,,,977,361,8,10,1,4,338,585,374,211,,,30,30,,,1,1,1073,446,8,2,3,8,425,615,436,179,,,12,12,,,,,960,337,8,1,4,0,324,565,414,151,,,58,58,,,,,1149,322,6,2,4,7,303,712,479,233,,,114,114,,,1,1
,,부상신고자수,21,12,0,0,0,0,12,9,9,0,,,0,0,0,0,,,47,25,1,0,0,0,24,22,12,10,,,0,0,,,0,0,50,27,0,0,0,0,27,23,16,7,,,0,0,,,,,45,18,0,1,0,0,17,23,17,6,,,4,4,,,,,53,20,0,0,0,0,20,30,21,9,,,3,3,,,0,0
,청원군,발생건수,931,485,10,4,2,8,461,429,262,167,,,16,16,,,1,1,890,442,6,1,1,1,433,422,251,171,,,22,22,3,3,1,1,398,218,4,2,1,3,208,175,104,71,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,46,32,2,0,1,1,28,14,11,3,,,0,0,,,0,0,41,26,0,0,0,0,26,15,8,7,,,0,0,0,0,0,0,17,14,0,1,0,0,13,3,2,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,1697,790,11,4,4,13,758,876,530,346,,,30,30,,,1,1,1620,833,11,1,1,1,819,737,432,305,,,34,34,14,14,2,2,640,347,4,1,1,10,331,285,163,122,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,중상자수,559,263,4,0,3,1,255,284,191,93,,,12,12,,,0,0,488,274,3,0,1,1,269,195,133,62,,,13,13,5,5,1,1,200,115,3,0,1,2,109,85,53,32,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,경상자수,1114,513,7,3,1,11,491,583,331,252,,,17,17,,,1,1,1114,548,8,1,0,0,539,536,297,239,,,20,20,9,9,1,1,433,227,1,1,0,8,217,198,110,88,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상신고자수,24,14,0,1,0,1,12,9,8,1,,,1,1,,,0,0,18,11,0,0,0,0,11,6,2,4,,,1,1,0,0,0,0,7,5,0,0,0,0,5,2,0,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,보은군,발생건수,137,84,2,,2,5,75,49,42,7,,,4,4,,,,,151,78,1,2,,4,71,65,45,20,,,8,8,,,,,129,42,,1,,2,39,65,45,20,,,22,22,,,,,133,64,,1,1,,62,61,46,15,,,8,8,,,,,126,60,1,1,,2,56,63,42,21,,,3,3,,,,
,,사망자수,14,14,0,,1,1,12,0,0,0,,,0,0,,,,,17,10,0,1,,1,8,5,4,1,,,2,2,,,,,9,4,,0,,0,4,2,1,1,,,3,3,,,,,12,6,,0,0,,6,6,5,1,,,0,0,,,,,9,7,0,0,,0,7,2,2,0,,,0,0,,,,
,,부상자수,202,115,2,,4,8,101,78,70,8,,,9,9,,,,,204,100,1,5,,5,89,96,63,33,,,8,8,,,,,197,61,,2,,3,56,106,80,26,,,30,30,,,,,218,87,,1,1,,85,120,83,37,,,11,11,,,,,207,113,2,1,,7,103,91,66,25,,,3,3,,,,
,,중상자수,95,64,0,,2,3,59,26,23,3,,,5,5,,,,,74,36,0,0,,1,35,35,22,13,,,3,3,,,,,87,35,,1,,0,34,36,31,5,,,16,16,,,,,85,40,,0,0,,40,41,32,9,,,4,4,,,,,81,46,2,0,,3,41,34,28,6,,,1,1,,,,
,,경상자수,105,50,2,,2,5,41,51,46,5,,,4,4,,,,,130,64,1,5,,4,54,61,41,20,,,5,5,,,,,101,24,,1,,3,20,64,43,21,,,13,13,,,,,126,45,,1,1,,43,74,49,25,,,7,7,,,,,116,59,0,1,,4,54,55,36,19,,,2,2,,,,
,,부상신고자수,2,1,0,,0,0,1,1,1,0,,,0,0,,,,,0,0,0,0,,0,0,0,0,0,,,0,0,,,,,9,2,,0,,0,2,6,6,0,,,1,1,,,,,7,2,,0,0,,2,5,2,3,,,0,0,,,,,10,8,0,0,,0,8,2,2,0,,,0,0,,,,
,옥천군,발생건수,262,134,5,,,2,127,128,99,29,,,,,,,,,240,111,3,1,1,2,104,129,100,29,,,,,,,,,262,101,1,1,2,3,94,158,115,43,,,3,3,,,,,243,110,4,,2,,104,133,96,37,,,,,,,,,231,89,2,1,1,1,84,141,103,38,,,1,1,,,,
,,사망자수,11,7,0,,,0,7,4,3,1,,,,,,,,,10,6,0,0,0,0,6,4,3,1,,,,,,,,,14,8,0,0,0,0,8,6,6,0,,,0,0,,,,,14,11,0,,0,,11,3,3,0,,,,,,,,,8,6,0,0,0,0,6,2,0,2,,,0,0,,,,
,,부상자수,471,227,6,,,2,219,244,200,44,,,,,,,,,435,208,4,1,1,22,180,227,177,50,,,,,,,,,419,145,1,2,6,3,133,270,193,77,,,4,4,,,,,426,197,7,,6,,184,229,159,70,,,,,,,,,362,127,2,1,1,1,122,234,172,62,,,1,1,,,,
,,중상자수,195,104,2,,,1,101,91,68,23,,,,,,,,,156,82,2,1,0,4,75,74,60,14,,,,,,,,,153,56,1,0,4,3,48,96,76,20,,,1,1,,,,,153,85,2,,3,,80,68,44,24,,,,,,,,,131,54,2,1,0,1,50,77,55,22,,,0,0,,,,
,,경상자수,252,112,4,,,0,108,140,120,20,,,,,,,,,268,122,2,0,1,18,101,146,110,36,,,,,,,,,241,76,0,2,2,0,72,162,109,53,,,3,3,,,,,253,98,4,,3,,91,155,109,46,,,,,,,,,217,65,0,0,1,0,64,151,113,38,,,1,1,,,,
,,부상신고자수,24,11,0,,,1,10,13,12,1,,,,,,,,,11,4,0,0,0,0,4,7,7,0,,,,,,,,,25,13,0,0,0,0,13,12,8,4,,,0,0,,,,,20,14,1,,0,,13,6,6,0,,,,,,,,,14,8,0,0,0,0,8,6,4,2,,,0,0,,,,
,영동군,발생건수,204,102,2,,1,1,98,78,54,24,,,22,22,1,1,1,1,173,83,,,1,2,80,76,60,16,,,14,14,,,,,211,103,,,,4,99,104,74,30,,,4,4,,,,,190,110,3,1,1,1,104,79,64,15,,,1,1,,,,,176,101,2,,,1,98,64,58,6,,,11,11,,,,
,,사망자수,9,6,0,,0,0,6,1,1,0,,,2,2,0,0,0,0,27,16,,,0,0,16,10,7,3,,,1,1,,,,,14,11,,,,0,11,3,3,0,,,0,0,,,,,10,7,0,0,0,0,7,3,3,0,,,0,0,,,,,12,8,0,,,0,8,2,2,0,,,2,2,,,,
,,부상자수,293,151,2,,1,1,147,107,74,33,,,32,32,2,2,1,1,250,112,,,4,3,105,118,99,19,,,20,20,,,,,308,138,,,,6,132,166,121,45,,,4,4,,,,,294,168,3,1,1,2,161,124,101,23,,,2,2,,,,,262,153,2,,,1,150,93,86,7,,,16,16,,,,
,,중상자수,157,81,2,,0,0,79,51,34,17,,,23,23,1,1,1,1,121,56,,,2,2,52,54,48,6,,,11,11,,,,,150,69,,,,3,66,80,64,16,,,1,1,,,,,136,76,2,0,0,2,72,60,53,7,,,0,0,,,,,96,55,0,,,1,54,36,33,3,,,5,5,,,,
,,경상자수,125,63,0,,1,1,61,52,36,16,,,9,9,1,1,0,0,127,55,,,2,1,52,63,50,13,,,9,9,,,,,135,57,,,,2,55,75,48,27,,,3,3,,,,,149,87,1,1,1,0,84,60,45,15,,,2,2,,,,,155,91,1,,,0,90,53,50,3,,,11,11,,,,
,,부상신고자수,11,7,0,,0,0,7,4,4,0,,,0,0,0,0,0,0,2,1,,,0,0,1,1,1,0,,,0,0,,,,,23,12,,,,1,11,11,9,2,,,0,0,,,,,9,5,0,0,0,0,5,4,3,1,,,0,0,,,,,11,7,1,,,0,6,4,3,1,,,0,0,,,,
,진천군,발생건수,295,132,3,,,5,124,145,96,49,,,18,18,,,,,323,147,,,2,,145,167,106,61,,,9,9,,,,,347,172,2,,4,,166,168,122,46,,,6,6,,,1,1,450,188,2,,11,5,170,223,167,56,,,37,37,2,2,,,433,208,4,1,6,1,196,222,160,62,,,1,1,1,1,1,1
,,사망자수,13,10,0,,,0,10,2,2,0,,,1,1,,,,,19,11,,,0,,11,8,2,6,,,0,0,,,,,18,16,0,,0,,16,2,1,1,,,0,0,,,0,0,9,5,0,,0,0,5,4,3,1,,,0,0,0,0,,,12,5,0,0,0,0,5,6,4,2,,,0,0,0,0,1,1
,,부상자수,478,223,3,,,7,213,233,148,85,,,22,22,,,,,484,208,,,7,,201,267,167,100,,,9,9,,,,,560,259,2,,10,,247,291,191,100,,,9,9,,,1,1,719,306,2,,23,8,273,351,271,80,,,59,59,3,3,,,637,324,4,1,8,1,310,310,221,89,,,1,1,2,2,0,0
,,중상자수,211,99,3,,,5,91,102,75,27,,,10,10,,,,,203,85,,,0,,85,112,66,46,,,6,6,,,,,186,89,0,,5,,84,93,64,29,,,3,3,,,1,1,202,84,1,,3,1,79,100,75,25,,,16,16,2,2,,,171,88,0,1,3,0,84,82,61,21,,,0,0,1,1,0,0
,,경상자수,267,124,0,,,2,122,131,73,58,,,12,12,,,,,280,122,,,7,,115,155,101,54,,,3,3,,,,,373,170,2,,5,,163,197,127,70,,,6,6,,,0,0,507,219,1,,20,7,191,244,191,53,,,43,43,1,1,,,457,232,4,0,5,1,222,223,157,66,,,1,1,1,1,0,0
,,부상신고자수,0,0,0,,,0,0,0,0,0,,,0,0,,,,,1,1,,,0,,1,0,0,0,,,0,0,,,,,1,0,0,,0,,0,1,0,1,,,0,0,,,0,0,10,3,0,,0,0,3,7,5,2,,,0,0,0,0,,,9,4,0,0,0,0,4,5,3,2,,,0,0,0,0,0,0
,괴산군,발생건수,164,114,,2,7,2,103,48,43,5,,,2,2,,,,,169,98,4,,4,3,87,59,51,8,,,11,11,1,1,,,152,100,,,7,2,91,51,46,5,,,1,1,,,,,180,105,1,,1,2,101,73,57,16,,,2,2,,,,,192,110,1,,2,2,105,76,55,21,,,6,6,,,,
,,사망자수,28,27,,1,1,1,24,1,1,0,,,0,0,,,,,12,10,0,,1,0,9,2,1,1,,,0,0,0,0,,,12,12,,,1,1,10,0,0,0,,,0,0,,,,,15,11,0,,0,0,11,4,2,2,,,0,0,,,,,15,9,0,,0,0,9,6,3,3,,,0,0,,,,
,,부상자수,277,191,,10,11,1,169,84,78,6,,,2,2,,,,,303,179,5,,8,6,160,110,97,13,,,13,13,1,1,,,300,201,,,15,4,182,93,88,5,,,6,6,,,,,309,168,1,,1,2,164,139,120,19,,,2,2,,,,,297,176,1,,6,2,167,113,81,32,,,8,8,,,,
,,중상자수,115,83,,2,5,0,76,31,30,1,,,1,1,,,,,104,73,4,,4,2,63,27,24,3,,,4,4,0,0,,,99,72,,,2,2,68,27,27,0,,,0,0,,,,,112,55,1,,0,1,53,55,46,9,,,2,2,,,,,125,80,1,,4,0,75,43,30,13,,,2,2,,,,
,,경상자수,151,98,,8,5,1,84,52,47,5,,,1,1,,,,,189,100,1,,4,4,91,80,71,9,,,9,9,0,0,,,183,118,,,13,1,104,59,54,5,,,6,6,,,,,167,98,0,,1,0,97,69,61,8,,,0,0,,,,,154,83,0,,1,1,81,65,49,16,,,6,6,,,,
,,부상신고자수,11,10,,0,1,0,9,1,1,0,,,0,0,,,,,10,6,0,,0,0,6,3,2,1,,,0,0,1,1,,,18,11,,,0,1,10,7,7,0,,,0,0,,,,,30,15,0,,0,1,14,15,13,2,,,0,0,,,,,18,13,0,,1,1,11,5,2,3,,,0,0,,,,
,음성군,발생건수,593,310,7,3,,6,294,274,224,50,,,9,9,,,,,518,255,2,2,1,1,249,239,194,45,,,24,24,,,,,533,244,6,,,5,233,284,212,72,,,5,5,,,,,583,301,,1,1,1,298,276,208,68,,,5,5,1,1,,,588,301,6,1,1,3,290,278,226,52,,,9,9,,,,
,,사망자수,42,33,0,1,,0,32,9,8,1,,,0,0,,,,,25,15,0,0,0,0,15,9,6,3,,,1,1,,,,,25,19,0,,,0,19,6,5,1,,,0,0,,,,,33,18,,1,0,0,17,14,12,2,,,0,0,1,1,,,28,17,0,0,0,0,17,11,6,5,,,0,0,,,,
,,부상자수,973,487,7,5,,9,466,476,402,74,,,10,10,,,,,921,440,3,2,1,4,430,437,353,84,,,44,44,,,,,893,395,8,,,7,380,493,378,115,,,5,5,,,,,961,464,,0,2,1,461,489,388,101,,,7,7,1,1,,,991,469,6,2,2,3,456,513,428,85,,,9,9,,,,
,,중상자수,380,201,3,5,,4,189,177,151,26,,,2,2,,,,,327,157,1,1,1,0,154,152,128,24,,,18,18,,,,,303,148,4,,,2,142,152,115,37,,,3,3,,,,,344,165,,0,1,1,163,178,146,32,,,0,0,1,1,,,319,178,5,0,0,1,172,137,120,17,,,4,4,,,,
,,경상자수,589,283,4,0,,5,274,298,250,48,,,8,8,,,,,577,272,2,1,0,4,265,280,221,59,,,25,25,,,,,582,241,3,,,5,233,340,263,77,,,1,1,,,,,573,274,,0,1,0,273,292,227,65,,,7,7,0,0,,,641,274,1,2,2,2,267,362,296,66,,,5,5,,,,
,,부상신고자수,4,3,0,0,,0,3,1,1,0,,,0,0,,,,,17,11,0,0,0,0,11,5,4,1,,,1,1,,,,,8,6,1,,,0,5,1,0,1,,,1,1,,,,,44,25,,0,0,0,25,19,15,4,,,0,0,0,0,,,31,17,0,0,0,0,17,14,12,2,,,0,0,,,,
,단양군,발생건수,152,105,3,4,2,4,92,44,30,14,,,3,3,,,,,154,78,2,1,,1,74,73,62,11,,,3,3,,,,,138,78,1,,,2,75,44,35,9,,,15,15,1,1,,,158,114,2,,1,2,109,40,28,12,,,3,3,,,1,1,130,89,3,,2,,84,40,38,2,,,1,1,,,,
,,사망자수,4,3,0,0,0,0,3,1,1,0,,,0,0,,,,,6,4,0,0,,0,4,2,2,0,,,0,0,,,,,7,3,0,,,0,3,3,3,0,,,1,1,0,0,,,10,9,0,,0,0,9,0,0,0,,,1,1,,,0,0,9,5,0,,0,,5,3,3,0,,,1,1,,,,
,,부상자수,284,198,3,7,4,11,173,82,59,23,,,4,4,,,,,278,136,3,1,,7,125,130,110,20,,,12,12,,,,,294,165,1,,,5,159,97,68,29,,,29,29,3,3,,,246,182,3,,2,2,175,58,42,16,,,5,5,,,1,1,213,149,3,,4,,142,64,62,2,,,0,0,,,,
,,중상자수,154,111,1,6,1,6,97,40,30,10,,,3,3,,,,,121,70,2,1,,0,67,47,41,6,,,4,4,,,,,121,69,1,,,2,66,39,22,17,,,12,12,1,1,,,96,73,2,,2,0,69,22,14,8,,,1,1,,,0,0,79,52,2,,3,,47,27,26,1,,,0,0,,,,
,,경상자수,130,87,2,1,3,5,76,42,29,13,,,1,1,,,,,154,65,1,0,,7,57,81,67,14,,,8,8,,,,,167,91,0,,,3,88,57,45,12,,,17,17,2,2,,,147,108,1,,0,2,105,34,28,6,,,4,4,,,1,1,130,93,1,,0,,92,37,36,1,,,0,0,,,,
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,3,1,0,0,,0,1,2,2,0,,,0,0,,,,,6,5,0,,,0,5,1,1,0,,,0,0,0,0,,,3,1,0,,0,0,1,2,0,2,,,0,0,,,0,0,4,4,0,,1,,3,0,0,0,,,0,0,,,,
,증평군,발생건수,157,60,1,1,,,58,95,77,18,,,2,2,,,,,165,70,3,2,,2,63,93,68,25,,,2,2,,,,,188,59,4,,,,55,124,102,22,1,1,4,4,,,,,213,66,1,,,,65,145,104,41,,,2,2,,,,,232,55,3,,,,52,174,116,58,,,2,2,,,1,1
,,사망자수,6,0,0,0,,,0,6,5,1,,,0,0,,,,,7,3,0,0,,0,3,3,3,0,,,1,1,,,,,4,2,0,,,,2,1,1,0,0,0,1,1,,,,,7,4,0,,,,4,3,2,1,,,0,0,,,,,1,1,0,,,,1,0,0,0,,,0,0,,,0,0
,,부상자수,264,101,1,1,,,99,161,126,35,,,2,2,,,,,312,136,4,4,,6,122,174,134,40,,,2,2,,,,,301,78,4,,,,74,219,171,48,1,1,3,3,,,,,325,79,1,,,,78,244,170,74,,,2,2,,,,,393,71,3,,,,68,319,196,123,,,2,2,,,1,1
,,중상자수,69,38,0,0,,,38,31,21,10,,,0,0,,,,,92,43,2,1,,0,40,48,37,11,,,1,1,,,,,84,31,2,,,,29,52,44,8,1,1,0,0,,,,,98,26,0,,,,26,71,58,13,,,1,1,,,,,69,19,1,,,,18,49,37,12,,,0,0,,,1,1
,,경상자수,189,60,1,0,,,59,127,102,25,,,2,2,,,,,204,84,1,3,,5,75,119,90,29,,,1,1,,,,,202,42,2,,,,40,157,120,37,0,0,3,3,,,,,198,44,1,,,,43,153,101,52,,,1,1,,,,,300,51,2,,,,49,247,144,103,,,2,2,,,0,0
,,부상신고자수,6,3,0,1,,,2,3,3,0,,,0,0,,,,,16,9,1,0,,1,7,7,7,0,,,0,0,,,,,15,5,0,,,,5,10,7,3,0,0,0,0,,,,,29,9,0,,,,9,20,11,9,,,0,0,,,,,24,1,0,,,,1,23,15,8,,,0,0,,,0,0
충남,합계,발생건수,8289,4017,164,45,23,50,3735,3851,2489,1362,1,1,399,399,15,15,6,6,7899,3720,112,27,15,52,3514,3738,2540,1198,,,417,417,16,16,8,8,8360,3940,125,29,14,51,3721,3926,2590,1336,,,475,475,11,11,8,8,9421,4730,165,35,23,45,4462,4412,3092,1320,,,262,262,10,10,7,7,8962,4446,145,24,15,49,4213,4228,3034,1194,,,271,271,10,10,7,7
,,사망자수,422,274,14,6,4,5,245,129,84,45,0,0,16,16,2,2,1,1,418,282,7,1,1,6,267,114,68,46,,,20,20,1,1,1,1,405,247,7,2,0,4,234,132,85,47,,,23,23,1,1,2,2,382,256,9,1,0,1,245,118,73,45,,,8,8,0,0,0,0,388,267,9,1,1,8,248,104,80,24,,,17,17,0,0,0,0
,,부상자수,13731,6445,167,58,32,89,6099,6650,4387,2263,3,3,585,585,27,27,21,21,12736,5801,113,33,27,103,5525,6327,4334,1993,,,566,566,23,23,19,19,12901,5993,129,35,30,75,5724,6263,4225,2038,,,609,609,19,19,17,17,14515,7129,178,41,38,82,6790,6956,4963,1993,,,395,395,24,24,11,11,13298,6337,146,30,20,89,6052,6554,4728,1826,,,387,387,12,12,8,8
,,중상자수,4998,2498,103,24,10,36,2325,2292,1638,654,2,2,195,195,8,8,3,3,4631,2278,66,16,10,37,2149,2156,1569,587,,,187,187,6,6,4,4,4463,2177,79,12,8,39,2039,2057,1501,556,,,219,219,6,6,4,4,4758,2477,99,14,14,24,2326,2169,1589,580,,,105,105,7,7,0,0,4348,2174,85,19,5,32,2033,2046,1538,508,,,123,123,5,5,0,0
,,경상자수,8474,3820,63,34,22,52,3649,4233,2672,1561,1,1,383,383,19,19,18,18,7802,3363,45,15,17,62,3224,4040,2681,1359,,,367,367,17,17,15,15,8026,3593,49,22,20,33,3469,4039,2622,1417,,,368,368,13,13,13,13,9316,4431,76,27,24,53,4251,4578,3228,1350,,,281,281,17,17,9,9,8487,3918,59,10,13,54,3782,4299,3047,1252,,,255,255,7,7,8,8
,,부상신고자수,259,127,1,0,0,1,125,125,77,48,0,0,7,7,0,0,0,0,303,160,2,2,0,4,152,131,84,47,,,12,12,0,0,0,0,412,223,1,1,2,3,216,167,102,65,,,22,22,0,0,0,0,441,221,3,0,0,5,213,209,146,63,,,9,9,0,0,2,2,463,245,2,1,2,3,237,209,143,66,,,9,9,0,0,0,0
,천안시,발생건수,2461,1182,57,12,11,12,1090,1141,629,512,,,127,127,7,7,4,4,2003,912,38,5,5,5,859,977,580,397,,,102,102,8,8,4,4,2306,1131,43,7,4,7,1070,1066,639,427,,,98,98,6,6,5,5,2525,1304,40,4,6,4,1250,1172,725,447,,,44,44,3,3,2,2,2444,1241,54,10,4,7,1166,1103,689,414,,,92,92,3,3,5,5
,,사망자수,62,39,6,1,2,0,30,21,11,10,,,1,1,0,0,1,1,53,33,0,0,0,1,32,16,12,4,,,2,2,1,1,1,1,71,42,2,0,0,0,40,27,18,9,,,0,0,0,0,2,2,57,38,0,0,0,0,38,16,6,10,,,3,3,0,0,0,0,62,41,3,1,0,1,36,16,10,6,,,5,5,0,0,0,0
,,부상자수,4060,1937,61,12,16,32,1816,1915,1042,873,,,189,189,14,14,5,5,3249,1501,41,6,11,9,1434,1590,945,645,,,141,141,10,10,7,7,3448,1725,45,7,6,11,1656,1585,961,624,,,114,114,11,11,13,13,3791,1931,44,5,10,10,1862,1785,1125,660,,,64,64,7,7,4,4,3575,1750,52,9,4,10,1675,1684,1046,638,,,131,131,4,4,6,6
,,중상자수,1107,558,32,4,2,8,512,486,314,172,,,57,57,4,4,2,2,848,408,19,1,1,4,383,397,263,134,,,36,36,4,4,3,3,885,453,26,3,3,4,417,387,275,112,,,40,40,2,2,3,3,915,487,23,2,0,4,458,412,263,149,,,15,15,1,1,0,0,762,411,28,5,2,2,374,323,204,119,,,27,27,1,1,0,0
,,경상자수,2821,1316,28,8,14,23,1243,1363,696,667,,,129,129,10,10,3,3,2284,1036,20,5,10,4,997,1136,647,489,,,102,102,6,6,4,4,2403,1180,19,4,3,7,1147,1136,653,483,,,68,68,9,9,10,10,2719,1366,20,3,10,3,1330,1297,814,483,,,47,47,6,6,3,3,2636,1243,24,3,2,7,1207,1285,791,494,,,99,99,3,3,6,6
,,부상신고자수,132,63,1,0,0,1,61,66,32,34,,,3,3,0,0,0,0,117,57,2,0,0,1,54,57,35,22,,,3,3,0,0,0,0,160,92,0,0,0,0,92,62,33,29,,,6,6,0,0,0,0,157,78,1,0,0,3,74,76,48,28,,,2,2,0,0,1,1,177,96,0,1,0,1,94,76,51,25,,,5,5,0,0,0,0
,아산시,발생건수,577,196,14,4,1,1,176,263,133,130,,,113,113,4,4,1,1,544,177,4,1,,5,167,266,158,108,,,99,99,1,1,1,1,712,244,10,3,1,6,224,379,205,174,,,88,88,,,1,1,1171,479,29,9,1,6,434,583,390,193,,,105,105,2,2,2,2,1260,597,19,4,1,8,565,578,425,153,,,82,82,3,3,,
,,사망자수,49,22,0,1,1,0,20,20,12,8,,,6,6,1,1,0,0,44,27,1,0,,2,24,10,7,3,,,7,7,0,0,0,0,48,26,1,0,0,1,24,13,10,3,,,9,9,,,0,0,40,24,3,0,0,0,21,12,10,2,,,4,4,0,0,0,0,38,24,1,0,0,1,22,10,6,4,,,4,4,0,0,,
,,부상자수,917,298,14,4,2,1,277,435,213,222,,,178,178,5,5,1,1,788,232,3,1,,6,222,431,239,192,,,123,123,1,1,1,1,1088,360,11,6,2,10,331,605,341,264,,,122,122,,,1,1,1760,697,40,13,1,7,636,876,576,300,,,182,182,2,2,3,3,1768,830,18,8,1,17,786,827,617,210,,,107,107,4,4,,
,,중상자수,270,94,11,0,0,0,83,128,79,49,,,46,46,1,1,1,1,255,86,1,1,,5,79,133,97,36,,,36,36,0,0,0,0,343,115,7,1,0,5,102,185,116,69,,,42,42,,,1,1,564,256,17,7,0,5,227,267,186,81,,,40,40,1,1,0,0,581,268,7,6,0,5,250,276,218,58,,,36,36,1,1,,
,,경상자수,635,198,3,4,2,1,188,302,129,173,,,131,131,4,4,0,0,522,141,2,0,,1,138,294,140,154,,,85,85,1,1,1,1,711,228,4,4,1,5,214,403,216,187,,,80,80,,,0,0,1161,425,23,6,1,2,393,593,380,213,,,140,140,1,1,2,2,1138,543,11,2,0,12,518,523,380,143,,,69,69,3,3,,
,,부상신고자수,12,6,0,0,0,0,6,5,5,0,,,1,1,0,0,0,0,11,5,0,0,,0,5,4,2,2,,,2,2,0,0,0,0,34,17,0,1,1,0,15,17,9,8,,,0,0,,,0,0,35,16,0,0,0,0,16,16,10,6,,,2,2,0,0,1,1,49,19,0,0,1,0,18,28,19,9,,,2,2,0,0,,
,보령시,발생건수,558,264,17,5,2,4,236,287,202,85,,,7,7,,,,,525,233,7,4,2,2,218,284,208,76,,,8,8,,,,,469,257,9,5,2,1,240,201,139,62,,,10,10,,,1,1,582,303,13,5,2,1,282,254,187,67,,,25,25,,,,,508,283,10,2,1,5,265,219,169,50,,,6,6,,,,
,,사망자수,30,23,4,2,0,2,15,7,3,4,,,0,0,,,,,23,17,0,0,1,0,16,6,6,0,,,0,0,,,,,22,18,0,2,0,0,16,4,2,2,,,0,0,,,0,0,26,17,1,1,0,0,15,9,6,3,,,0,0,,,,,24,19,1,0,0,1,17,5,3,2,,,0,0,,,,
,,부상자수,936,409,14,7,3,4,381,518,393,125,,,9,9,,,,,872,378,7,4,4,2,361,484,358,126,,,10,10,,,,,803,418,11,5,4,3,395,370,276,94,,,14,14,,,1,1,899,421,13,4,3,1,400,449,338,111,,,29,29,,,,,780,407,11,2,1,8,385,367,297,70,,,6,6,,,,
,,중상자수,394,189,7,2,0,1,179,203,149,54,,,2,2,,,,,348,167,4,3,3,2,155,180,137,43,,,1,1,,,,,304,164,7,1,0,1,155,137,99,38,,,3,3,,,0,0,330,158,8,1,3,1,145,162,123,39,,,10,10,,,,,339,187,6,2,1,5,173,149,120,29,,,3,3,,,,
,,경상자수,533,217,7,5,3,3,199,309,240,69,,,7,7,,,,,518,207,3,1,1,0,202,302,220,82,,,9,9,,,,,493,250,4,4,4,2,236,232,176,56,,,10,10,,,1,1,540,248,5,3,0,0,240,274,205,69,,,18,18,,,,,425,213,5,0,0,3,205,209,170,39,,,3,3,,,,
,,부상신고자수,9,3,0,0,0,0,3,6,4,2,,,0,0,,,,,6,4,0,0,0,0,4,2,1,1,,,0,0,,,,,6,4,0,0,0,0,4,1,1,0,,,1,1,,,0,0,29,15,0,0,0,0,15,13,10,3,,,1,1,,,,,16,7,0,0,0,0,7,9,7,2,,,0,0,,,,
